Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
3410,Hyundai i20,Brown,2020,14,Diesel,Manual,1400,5,10.7
3411,Hyundai i20,Black,2022,13,Diesel,Automatic,2179,5,48.0
3412,Maruti Alto,Green,2016,22,Petrol,Manual,800,5,35.9
3413,Audi Q5,Yellow,2018,13,Diesel,Automatic,2400,7,17.1
3414,BMW X1,Grey,2019,24,Diesel,Automatic,1995,7,32.3
3415,Kia Seltos,Red,2017,23,Diesel,Automatic,1984,7,47.7
3416,Audi Q5,White,2016,16,Diesel,Manual,1498,7,23.3
3417,Tata Nexon,Black,2016,21,Diesel,Automatic,2400,5,54.3
3418,BMW X1,Orange,2017,14,Petrol,Manual,1200,7,27.3
3419,BMW X1,Green,2015,18,Petrol,Automatic,1995,7,54.8
3420,Hyundai i20,Orange,2021,12,Diesel,Manual,2179,5,14.6
3421,Audi Q5,Grey,2019,17,Diesel,Manual,1995,5,42.7
3422,Maruti Alto,Green,2019,16,Petrol,Automatic,800,7,26.1
3423,Audi Q5,Orange,2016,12,Petrol,Manual,1995,5,49.9
3424,Honda City,Red,2021,12,Petrol,Automatic,1400,5,5.1
3425,Mahindra XUV500,Black,2020,14,Diesel,Manual,1500,7,33.7
3426,Hyundai i20,Silver,2016,18,Diesel,Automatic,1498,5,8.0
3427,Audi Q5,Yellow,2017,21,Petrol,Manual,1500,7,37.6
3428,Toyota Innova,Black,2019,24,Petrol,Manual,1498,5,26.3
3429,Tata Nexon,Yellow,2015,19,Petrol,Automatic,1400,7,9.9
3430,Kia Seltos,Black,2022,18,Diesel,Manual,1995,5,31.7
3431,BMW X1,Orange,2016,11,Petrol,Automatic,2400,5,27.7
3432,Hyundai i20,Green,2019,14,Diesel,Manual,1984,5,31.3
3433,Audi Q5,Blue,2021,16,Petrol,Manual,1498,5,8.6
3434,Kia Seltos,Yellow,2019,11,Diesel,Manual,800,7,26.7
3435,Maruti Alto,Green,2021,20,Diesel,Manual,800,7,18.8
3436,Audi Q5,Orange,2015,11,Diesel,Manual,2179,7,7.6
3437,Hyundai i20,Orange,2015,18,Petrol,Automatic,1400,5,38.0
3438,Honda City,White,2015,24,Diesel,Manual,2179,7,46.3
3439,Ford EcoSport,Silver,2016,17,Petrol,Manual,1995,7,21.6
3440,Ford EcoSport,Silver,2022,14,Petrol,Manual,1995,5,53.1
3441,Honda City,Orange,2016,21,Diesel,Automatic,1995,5,36.6
3442,Mahindra XUV500,Grey,2019,21,Petrol,Manual,2179,5,26.5
3443,Kia Seltos,Grey,2019,17,Petrol,Manual,800,5,43.0
3444,Ford EcoSport,Green,2022,13,Petrol,Manual,2400,7,14.5
3445,BMW X1,White,2020,20,Petrol,Automatic,1500,7,16.5
3446,Honda City,Silver,2017,13,Petrol,Manual,1995,5,16.7
3447,Tata Nexon,Green,2019,12,Petrol,Automatic,800,7,22.2
3448,Toyota Innova,Grey,2017,24,Diesel,Automatic,1400,5,50.4
3449,Toyota Innova,Blue,2020,12,Diesel,Manual,1400,5,14.1
3450,Maruti Alto,Grey,2020,21,Petrol,Manual,1984,5,5.4
3451,Mahindra XUV500,Silver,2016,18,Petrol,Manual,800,5,52.1
3452,Maruti Alto,Brown,2020,23,Petrol,Manual,1400,5,47.5
3453,Honda City,White,2021,23,Petrol,Manual,1500,7,41.6
3454,Hyundai i20,Blue,2021,11,Petrol,Manual,1498,7,34.5
3455,Honda City,Red,2017,16,Petrol,Automatic,1200,7,48.4
3456,Mahindra XUV500,White,2020,15,Petrol,Automatic,2179,7,36.6
3457,BMW X1,Black,2016,20,Diesel,Automatic,2400,5,44.1
3458,Audi Q5,Black,2020,21,Petrol,Automatic,1984,5,38.4
3459,Toyota Innova,Blue,2022,12,Diesel,Automatic,1498,5,14.1
3460,Kia Seltos,Brown,2018,11,Petrol,Manual,1200,5,18.0
3461,BMW X1,Grey,2017,13,Diesel,Automatic,2400,7,39.6
3462,Maruti Alto,Brown,2016,12,Diesel,Automatic,2400,7,15.3
3463,Ford EcoSport,Yellow,2017,19,Diesel,Automatic,1498,5,46.0
3464,Audi Q5,Blue,2020,16,Petrol,Manual,2400,7,40.1
3465,Tata Nexon,Orange,2018,20,Diesel,Manual,800,5,12.8
3466,BMW X1,Yellow,2019,17,Petrol,Automatic,1400,7,53.6
3467,BMW X1,Grey,2016,21,Diesel,Manual,1400,5,45.4
3468,BMW X1,Grey,2015,20,Diesel,Automatic,1995,5,31.9
3469,Kia Seltos,White,2018,16,Petrol,Manual,2400,5,19.4
3470,Mahindra XUV500,Orange,2020,22,Diesel,Automatic,1984,5,21.6
3471,Audi Q5,Silver,2017,23,Petrol,Manual,1498,5,10.1
3472,Honda City,Yellow,2021,24,Petrol,Automatic,1498,5,29.9
3473,Kia Seltos,Silver,2021,22,Diesel,Automatic,1984,5,13.9
3474,Ford EcoSport,White,2018,10,Petrol,Manual,1400,5,24.2
3475,Honda City,Grey,2019,20,Diesel,Automatic,1995,7,15.4
3476,Hyundai i20,Yellow,2018,15,Diesel,Manual,1500,5,8.9
3477,Hyundai i20,Orange,2018,12,Petrol,Automatic,2179,5,14.9
3478,Tata Nexon,Grey,2019,19,Petrol,Automatic,2179,7,49.5
3479,BMW X1,Yellow,2018,10,Petrol,Manual,2179,5,26.1
3480,Audi Q5,Yellow,2020,11,Petrol,Automatic,800,7,33.7
3481,Maruti Alto,Blue,2020,12,Petrol,Automatic,1984,5,13.7
3482,Toyota Innova,Grey,2022,23,Diesel,Automatic,2179,7,23.4
3483,Tata Nexon,Brown,2017,20,Petrol,Manual,1500,7,25.1
3484,Maruti Alto,Orange,2020,19,Diesel,Automatic,1498,7,47.7
3485,Mahindra XUV500,Red,2021,18,Diesel,Automatic,2400,7,47.7
3486,Audi Q5,Green,2019,24,Diesel,Automatic,800,7,43.9
3487,Audi Q5,Grey,2021,16,Petrol,Automatic,1498,5,50.1
3488,Kia Seltos,Blue,2018,17,Diesel,Manual,800,7,51.5
3489,Toyota Innova,White,2019,10,Petrol,Automatic,2179,7,20.8
3490,Toyota Innova,Green,2018,12,Diesel,Manual,1400,7,10.3
3491,Audi Q5,Brown,2016,24,Diesel,Automatic,1200,7,12.3
3492,Kia Seltos,White,2017,24,Diesel,Automatic,1200,5,24.0
3493,Mahindra XUV500,Orange,2016,16,Diesel,Manual,1498,5,28.4
3494,Honda City,White,2018,20,Petrol,Automatic,2400,5,14.0
3495,Tata Nexon,Red,2017,13,Diesel,Manual,1995,5,12.7
3496,Honda City,Brown,2018,20,Diesel,Manual,800,5,52.8
3497,Hyundai i20,Green,2018,15,Diesel,Automatic,800,7,27.8
3498,BMW X1,Black,2017,23,Petrol,Automatic,800,5,34.3
3499,Mahindra XUV500,Blue,2017,15,Petrol,Automatic,1400,5,16.2
3500,BMW X1,Blue,2015,24,Diesel,Automatic,1995,5,29.4
3501,Maruti Alto,Blue,2019,23,Diesel,Manual,1995,7,39.2
3502,Toyota Innova,Brown,2017,13,Petrol,Automatic,1995,5,53.0
3503,Kia Seltos,Grey,2018,16,Petrol,Manual,1200,7,17.2
3504,Kia Seltos,Red,2021,12,Diesel,Manual,2179,7,49.1
3505,Honda City,Green,2022,21,Petrol,Manual,800,7,17.5
3506,BMW X1,White,2019,12,Diesel,Manual,1200,7,40.5
3507,Maruti Alto,Green,2018,11,Diesel,Manual,2179,5,38.4
3508,Audi Q5,Brown,2021,12,Diesel,Automatic,1995,7,21.8
3509,Audi Q5,Grey,2015,14,Diesel,Manual,1200,5,19.5
3510,Tata Nexon,White,2017,20,Diesel,Manual,2400,7,8.8
3511,Ford EcoSport,Yellow,2021,10,Diesel,Manual,2400,7,44.1
3512,Audi Q5,White,2021,17,Petrol,Automatic,2179,5,49.4
3513,Honda City,Black,2020,21,Diesel,Manual,1400,5,45.1
3514,Maruti Alto,Yellow,2017,20,Diesel,Manual,1500,7,41.6
3515,Kia Seltos,Blue,2018,15,Diesel,Automatic,1500,5,52.6
3516,Kia Seltos,Green,2020,22,Petrol,Manual,1995,7,45.6
3517,Mahindra XUV500,Orange,2020,15,Diesel,Automatic,1200,5,33.7
3518,Kia Seltos,Blue,2016,12,Diesel,Automatic,1500,5,51.2
3519,Ford EcoSport,Green,2016,17,Petrol,Manual,800,5,7.2
3520,Toyota Innova,Brown,2019,11,Petrol,Automatic,1995,7,27.9
3521,Kia Seltos,White,2016,13,Diesel,Automatic,1984,5,49.6
3522,Maruti Alto,Grey,2021,11,Diesel,Automatic,1500,5,12.2
3523,Toyota Innova,Black,2018,23,Diesel,Automatic,1200,5,22.1
3524,Kia Seltos,Yellow,2015,15,Diesel,Automatic,2179,7,21.5
3525,Hyundai i20,Blue,2017,15,Diesel,Automatic,1984,7,27.8
3526,Hyundai i20,Grey,2021,20,Diesel,Manual,1200,7,26.7
3527,Tata Nexon,Black,2021,14,Petrol,Automatic,1200,5,41.2
3528,Tata Nexon,Black,2019,22,Petrol,Manual,1995,5,51.2
3529,Kia Seltos,Brown,2021,17,Diesel,Automatic,1995,5,4.2
3530,BMW X1,White,2022,21,Diesel,Automatic,1200,5,32.5
3531,Audi Q5,Red,2022,21,Diesel,Manual,1500,5,49.6
3532,Hyundai i20,Orange,2020,19,Diesel,Manual,2179,5,52.2
3533,Audi Q5,Red,2015,15,Diesel,Automatic,1400,7,13.4
3534,Kia Seltos,Orange,2016,21,Petrol,Automatic,1400,5,46.5
3535,Audi Q5,Grey,2015,18,Diesel,Manual,2400,7,45.3
3536,Honda City,Silver,2020,17,Diesel,Manual,800,7,22.6
3537,Mahindra XUV500,Brown,2021,10,Diesel,Automatic,1984,7,24.3
3538,Tata Nexon,White,2018,17,Diesel,Manual,1500,5,31.2
3539,Honda City,Black,2021,12,Diesel,Automatic,1498,7,10.5
3540,Toyota Innova,Grey,2021,15,Diesel,Automatic,1400,7,24.0
3541,Toyota Innova,Yellow,2020,12,Petrol,Manual,1498,7,50.6
3542,Ford EcoSport,Red,2020,17,Diesel,Automatic,2179,7,11.9
3543,BMW X1,Red,2017,18,Diesel,Manual,1498,5,40.8
3544,Kia Seltos,Orange,2019,24,Petrol,Manual,1500,7,38.9
3545,Honda City,Black,2019,13,Diesel,Automatic,2179,7,51.2
3546,Tata Nexon,Black,2018,20,Petrol,Manual,1500,7,19.7
3547,Audi Q5,Yellow,2015,10,Petrol,Manual,1400,7,20.6
3548,Audi Q5,Green,2017,21,Diesel,Manual,2179,5,22.1
3549,Tata Nexon,Green,2016,18,Diesel,Automatic,1995,7,14.6
3550,Maruti Alto,Silver,2022,10,Diesel,Manual,1500,5,28.9
3551,Hyundai i20,Green,2018,12,Diesel,Automatic,1200,7,12.3
3552,BMW X1,Blue,2022,18,Petrol,Automatic,1995,5,51.8
3553,Toyota Innova,White,2020,10,Diesel,Manual,1984,5,27.5
3554,Maruti Alto,Yellow,2020,16,Petrol,Manual,1498,7,25.0
3555,Maruti Alto,Red,2018,15,Diesel,Manual,2400,7,53.9
3556,Tata Nexon,White,2018,11,Petrol,Manual,1400,5,12.2
3557,Toyota Innova,Red,2020,19,Diesel,Manual,1500,5,23.0
3558,Maruti Alto,Brown,2016,19,Diesel,Automatic,1500,7,24.7
3559,Toyota Innova,Brown,2015,18,Diesel,Automatic,1200,5,4.0
3560,Kia Seltos,Silver,2022,10,Diesel,Automatic,1200,7,8.0
3561,Honda City,Yellow,2016,21,Diesel,Manual,800,7,20.8
3562,Mahindra XUV500,Yellow,2016,20,Petrol,Automatic,1498,5,18.4
3563,Mahindra XUV500,Brown,2018,22,Diesel,Automatic,800,5,20.4
3564,Mahindra XUV500,Black,2021,23,Diesel,Manual,2179,5,6.0
3565,Honda City,Red,2022,20,Petrol,Manual,800,7,26.0
3566,Hyundai i20,Black,2016,19,Petrol,Manual,1200,5,39.5
3567,Ford EcoSport,Grey,2020,22,Petrol,Automatic,2400,5,33.8
3568,BMW X1,Silver,2019,14,Diesel,Manual,1995,7,34.5
3569,Tata Nexon,Grey,2016,21,Diesel,Manual,1995,5,37.1
3570,Toyota Innova,Brown,2016,20,Diesel,Automatic,1400,7,46.8
3571,Hyundai i20,White,2015,10,Petrol,Manual,2179,7,49.5
3572,Maruti Alto,Yellow,2021,24,Petrol,Manual,2400,7,13.5
3573,Audi Q5,Yellow,2021,19,Diesel,Automatic,1984,7,38.5
3574,Mahindra XUV500,Black,2016,21,Petrol,Automatic,800,5,27.6
3575,Maruti Alto,Blue,2022,12,Petrol,Automatic,2400,5,29.4
3576,Toyota Innova,Black,2020,13,Petrol,Automatic,1498,5,35.7
3577,Mahindra XUV500,Black,2019,15,Diesel,Automatic,1984,7,44.5
3578,Honda City,Black,2016,24,Petrol,Automatic,2400,5,45.5
3579,Tata Nexon,Blue,2019,17,Diesel,Automatic,2179,7,29.4
3580,Mahindra XUV500,Yellow,2021,19,Diesel,Automatic,1200,5,27.9
3581,Audi Q5,Blue,2018,13,Diesel,Manual,1498,7,7.0
3582,Hyundai i20,Orange,2016,13,Diesel,Automatic,1200,5,48.9
3583,Kia Seltos,Green,2021,13,Petrol,Manual,2400,5,54.2
3584,Hyundai i20,Red,2017,21,Petrol,Automatic,1200,5,33.2
3585,Kia Seltos,Blue,2018,23,Petrol,Automatic,1498,5,31.7
3586,Kia Seltos,Silver,2018,19,Diesel,Manual,2400,7,18.5
3587,Honda City,Blue,2020,17,Diesel,Manual,1400,7,52.3
3588,Maruti Alto,Green,2020,12,Diesel,Manual,1498,5,7.5
3589,Kia Seltos,Black,2021,16,Petrol,Automatic,2400,5,38.4
3590,Maruti Alto,Blue,2022,16,Diesel,Automatic,800,7,41.8
3591,Hyundai i20,Brown,2016,18,Petrol,Manual,1498,7,28.3
3592,Mahindra XUV500,Green,2015,22,Diesel,Automatic,1200,5,28.6
3593,BMW X1,Red,2018,13,Diesel,Manual,1995,7,37.8
3594,Ford EcoSport,Orange,2018,16,Petrol,Manual,1200,5,30.6
3595,Mahindra XUV500,White,2022,20,Petrol,Automatic,1400,5,10.0
3596,Toyota Innova,Silver,2022,17,Petrol,Automatic,1200,5,20.7
3597,Honda City,Yellow,2021,22,Diesel,Automatic,1200,5,43.5
3598,Ford EcoSport,Orange,2020,18,Petrol,Automatic,2400,7,18.1
3599,Toyota Innova,Black,2021,20,Petrol,Automatic,1984,7,17.5
3600,Toyota Innova,White,2016,11,Petrol,Manual,800,5,19.5
3601,BMW X1,Green,2020,12,Petrol,Automatic,2179,7,18.7
3602,Mahindra XUV500,Blue,2019,13,Petrol,Manual,1500,5,34.8
3603,Mahindra XUV500,Black,2022,21,Petrol,Automatic,1498,7,28.1
3604,BMW X1,Blue,2021,10,Diesel,Manual,2179,5,24.4
3605,Mahindra XUV500,Blue,2016,22,Petrol,Automatic,1500,7,5.2
3606,BMW X1,Brown,2015,22,Diesel,Automatic,1400,5,44.9
3607,Ford EcoSport,Brown,2020,18,Diesel,Manual,1200,7,37.7
3608,BMW X1,Black,2017,21,Petrol,Automatic,2400,5,43.3
3609,Maruti Alto,White,2020,16,Diesel,Automatic,800,5,51.0
3610,Ford EcoSport,Blue,2015,16,Petrol,Automatic,1995,5,38.3
3611,Maruti Alto,Blue,2019,22,Petrol,Manual,2400,5,15.5
3612,Maruti Alto,Grey,2019,13,Diesel,Automatic,1498,7,27.8
3613,Hyundai i20,Silver,2015,10,Diesel,Automatic,1995,5,19.9
3614,Maruti Alto,White,2021,22,Petrol,Automatic,1200,7,43.7
3615,Toyota Innova,Green,2019,11,Petrol,Manual,1200,5,26.4
3616,Toyota Innova,Yellow,2019,17,Petrol,Automatic,1984,5,18.0
3617,Maruti Alto,Green,2016,12,Diesel,Manual,1500,5,12.0
3618,Honda City,Blue,2020,21,Diesel,Automatic,2400,7,20.4
3619,BMW X1,White,2017,13,Petrol,Manual,2400,5,24.6
3620,Ford EcoSport,White,2021,19,Diesel,Automatic,1500,5,20.8
3621,Kia Seltos,Grey,2018,24,Diesel,Manual,2400,5,6.9
3622,Kia Seltos,Orange,2020,12,Diesel,Automatic,800,7,52.8
3623,Hyundai i20,White,2015,19,Diesel,Manual,2400,5,14.4
3624,Toyota Innova,Black,2015,10,Petrol,Automatic,1500,5,38.2
3625,Audi Q5,Orange,2019,14,Diesel,Automatic,2179,7,41.1
3626,Ford EcoSport,Blue,2019,17,Petrol,Automatic,2400,7,37.3
3627,Audi Q5,Yellow,2020,16,Diesel,Manual,1400,5,37.3
3628,Toyota Innova,Black,2019,23,Petrol,Manual,1500,7,21.1
3629,Ford EcoSport,White,2017,23,Petrol,Manual,1984,7,47.5
3630,Ford EcoSport,Yellow,2020,16,Petrol,Manual,1500,7,31.2
3631,Kia Seltos,Green,2020,18,Diesel,Automatic,800,5,24.2
3632,BMW X1,Silver,2017,23,Petrol,Automatic,1995,7,48.6
3633,Kia Seltos,Red,2016,19,Diesel,Automatic,2400,7,14.3
3634,BMW X1,Green,2022,21,Diesel,Automatic,2400,5,33.9
3635,Hyundai i20,Brown,2022,19,Petrol,Manual,1500,5,38.0
3636,Audi Q5,Silver,2020,18,Petrol,Manual,1200,5,14.8
3637,Maruti Alto,White,2021,15,Petrol,Automatic,1500,5,37.2
3638,Audi Q5,Yellow,2018,17,Diesel,Manual,2179,7,52.8
3639,Ford EcoSport,Silver,2016,13,Petrol,Manual,800,5,43.8
3640,Mahindra XUV500,Black,2021,24,Petrol,Automatic,1500,7,25.2
3641,Hyundai i20,Yellow,2015,14,Diesel,Manual,1200,5,20.7
3642,Toyota Innova,Yellow,2021,18,Petrol,Automatic,1984,7,29.2
3643,Mahindra XUV500,Grey,2016,11,Petrol,Automatic,1200,7,10.1
3644,Audi Q5,Brown,2022,11,Diesel,Manual,1200,5,20.5
3645,Toyota Innova,White,2018,11,Diesel,Manual,2179,7,7.6
3646,Tata Nexon,Brown,2022,16,Diesel,Automatic,2179,5,11.7
3647,BMW X1,Yellow,2018,14,Petrol,Manual,1200,7,24.1
3648,Toyota Innova,Red,2019,14,Diesel,Automatic,1995,7,37.5
3649,Tata Nexon,Yellow,2020,12,Diesel,Automatic,800,5,32.3
3650,Hyundai i20,Silver,2022,22,Diesel,Automatic,1500,7,33.9
3651,Kia Seltos,Silver,2015,20,Petrol,Automatic,2400,7,26.4
3652,Audi Q5,White,2020,11,Petrol,Automatic,2179,5,12.0
3653,Kia Seltos,Blue,2017,17,Petrol,Manual,1400,5,6.6
3654,Toyota Innova,Red,2019,10,Petrol,Automatic,2179,5,36.9
3655,Honda City,Green,2016,20,Diesel,Automatic,2179,5,44.7
3656,Mahindra XUV500,Black,2016,11,Petrol,Manual,2400,5,29.6
3657,Hyundai i20,Orange,2020,16,Diesel,Manual,1200,7,28.6
3658,Toyota Innova,Black,2015,23,Petrol,Automatic,2400,5,26.3
3659,Mahindra XUV500,Blue,2016,13,Diesel,Automatic,2400,7,45.6
3660,Audi Q5,White,2019,20,Diesel,Automatic,2400,5,53.6
3661,Ford EcoSport,Black,2021,15,Petrol,Manual,1498,5,4.6
3662,Honda City,White,2016,15,Diesel,Manual,2400,7,18.3
3663,BMW X1,Grey,2019,21,Diesel,Manual,1200,7,10.5
3664,Toyota Innova,Red,2015,18,Diesel,Automatic,800,7,27.6
3665,Audi Q5,Orange,2018,23,Petrol,Manual,800,5,5.6
3666,Mahindra XUV500,Red,2020,11,Petrol,Manual,2179,5,23.5
3667,Kia Seltos,Yellow,2019,12,Petrol,Automatic,800,7,25.5
3668,BMW X1,Grey,2018,18,Petrol,Manual,1500,7,14.6
3669,Maruti Alto,Grey,2022,14,Petrol,Automatic,1984,7,3.7
3670,Audi Q5,Green,2016,10,Petrol,Manual,1498,5,20.6
3671,Audi Q5,Grey,2015,23,Diesel,Automatic,1984,5,52.6
3672,Hyundai i20,Silver,2020,21,Petrol,Automatic,1995,7,39.3
3673,Audi Q5,Orange,2018,18,Petrol,Automatic,1995,5,24.2
3674,Toyota Innova,Red,2016,23,Petrol,Manual,2400,7,15.5
3675,BMW X1,Grey,2021,18,Diesel,Manual,1500,5,27.3
3676,Tata Nexon,Blue,2016,13,Petrol,Automatic,1984,7,10.9
3677,Hyundai i20,Blue,2015,15,Diesel,Manual,1400,7,24.7
3678,Audi Q5,Red,2022,15,Diesel,Automatic,1500,5,45.7
3679,BMW X1,Green,2016,16,Diesel,Automatic,1995,5,46.1
3680,BMW X1,Silver,2016,11,Petrol,Manual,1498,7,30.1
3681,Hyundai i20,White,2019,11,Petrol,Manual,1995,7,44.3
3682,Maruti Alto,Brown,2019,20,Diesel,Automatic,1500,5,50.8
3683,Kia Seltos,White,2018,15,Petrol,Automatic,800,7,14.5
3684,Hyundai i20,Black,2019,13,Petrol,Manual,1498,7,8.6
3685,Ford EcoSport,Red,2020,10,Diesel,Manual,1498,5,49.1
3686,Ford EcoSport,Orange,2020,18,Diesel,Manual,800,7,48.0
3687,Kia Seltos,Orange,2022,17,Diesel,Automatic,2179,5,38.7
3688,Audi Q5,Brown,2019,21,Diesel,Automatic,2179,7,52.7
3689,BMW X1,Silver,2019,17,Diesel,Automatic,1995,5,16.9
3690,Honda City,Brown,2019,10,Petrol,Automatic,1984,5,14.6
3691,Honda City,Silver,2019,22,Diesel,Automatic,1500,5,35.7
3692,Hyundai i20,Red,2017,24,Diesel,Manual,2400,5,11.1
3693,Honda City,Yellow,2019,18,Diesel,Automatic,1995,5,19.1
3694,Honda City,White,2020,23,Petrol,Manual,2400,5,14.0
3695,BMW X1,Orange,2018,22,Diesel,Manual,1498,7,54.7
3696,Mahindra XUV500,Orange,2015,12,Diesel,Manual,1400,7,53.2
3697,BMW X1,Blue,2019,10,Petrol,Automatic,1984,5,23.7
3698,Ford EcoSport,White,2015,15,Diesel,Manual,2179,5,51.5
3699,Honda City,Green,2022,19,Petrol,Automatic,1984,7,11.0
3700,Hyundai i20,Black,2019,16,Petrol,Manual,1984,7,24.3
3701,Honda City,Brown,2021,14,Petrol,Manual,1984,5,27.5
3702,Audi Q5,Yellow,2020,21,Petrol,Manual,1200,5,10.9
3703,Hyundai i20,Green,2017,23,Petrol,Automatic,1995,7,12.8
3704,Ford EcoSport,Silver,2016,13,Petrol,Manual,2179,7,7.2
3705,Tata Nexon,Blue,2017,10,Diesel,Automatic,1498,7,13.5
3706,Hyundai i20,Silver,2021,21,Diesel,Automatic,1200,7,20.7
3707,Toyota Innova,Black,2020,24,Petrol,Manual,1500,7,22.8
3708,Ford EcoSport,Green,2017,14,Diesel,Manual,2179,5,37.5
3709,Mahindra XUV500,Green,2015,10,Petrol,Automatic,1400,5,25.3
3710,Tata Nexon,Black,2015,15,Petrol,Automatic,1995,5,54.2
3711,Ford EcoSport,Red,2022,12,Diesel,Automatic,1984,7,50.8
3712,Audi Q5,Green,2015,15,Diesel,Manual,1984,7,4.0
3713,Maruti Alto,Silver,2022,23,Diesel,Automatic,1498,7,23.0
3714,Maruti Alto,Red,2018,13,Diesel,Automatic,2400,7,18.1
3715,Honda City,Brown,2015,16,Petrol,Automatic,1995,7,46.8
3716,Audi Q5,Silver,2019,15,Petrol,Manual,2400,7,22.8
3717,Ford EcoSport,Black,2019,23,Petrol,Automatic,1500,7,3.8
3718,Toyota Innova,Black,2017,16,Diesel,Automatic,800,5,45.7
3719,Maruti Alto,Silver,2017,17,Petrol,Automatic,2179,5,4.3
3720,BMW X1,White,2019,24,Diesel,Automatic,1984,5,21.6
3721,Toyota Innova,Black,2022,19,Diesel,Automatic,1200,5,17.5
3722,Maruti Alto,Black,2015,21,Petrol,Manual,1984,7,24.4
3723,BMW X1,Silver,2018,24,Petrol,Manual,1984,5,53.9
3724,Toyota Innova,Grey,2015,10,Diesel,Automatic,2179,7,19.1
3725,Kia Seltos,Red,2015,13,Petrol,Automatic,1995,5,15.4
3726,Honda City,White,2017,10,Petrol,Manual,2400,7,43.3
3727,Hyundai i20,Grey,2021,20,Petrol,Automatic,2400,5,7.1
3728,Honda City,Silver,2021,19,Diesel,Manual,2179,7,13.7
3729,Honda City,Grey,2015,17,Petrol,Manual,2400,7,37.4
3730,Honda City,Orange,2015,23,Diesel,Manual,2400,5,52.9
3731,Mahindra XUV500,Silver,2017,12,Petrol,Manual,1400,7,46.5
3732,Tata Nexon,Blue,2017,23,Diesel,Automatic,2400,7,31.4
3733,Tata Nexon,Red,2021,21,Petrol,Automatic,1498,7,13.3
3734,Toyota Innova,Red,2015,10,Petrol,Manual,2179,5,38.1
3735,Tata Nexon,Brown,2022,13,Diesel,Automatic,1500,5,50.0
3736,Hyundai i20,Silver,2019,13,Diesel,Automatic,1984,7,32.6
3737,Maruti Alto,Yellow,2018,21,Diesel,Manual,1984,5,39.6
3738,Tata Nexon,Black,2021,18,Petrol,Manual,2400,7,31.7
3739,Maruti Alto,Silver,2018,16,Diesel,Automatic,800,7,37.4
3740,BMW X1,White,2016,22,Petrol,Manual,1984,5,51.8
3741,Maruti Alto,White,2018,21,Petrol,Manual,1995,7,31.7
3742,Toyota Innova,Green,2022,21,Petrol,Manual,800,7,9.0
3743,Hyundai i20,Red,2021,21,Diesel,Automatic,2400,7,19.6
3744,BMW X1,White,2015,24,Petrol,Automatic,2179,7,11.3
3745,Ford EcoSport,Yellow,2019,15,Diesel,Automatic,1500,7,7.7
3746,BMW X1,Silver,2016,13,Diesel,Automatic,2179,5,28.9
3747,Honda City,Black,2015,14,Diesel,Manual,1500,5,21.0
3748,Audi Q5,Brown,2016,18,Petrol,Manual,1400,5,32.3
3749,Toyota Innova,Brown,2016,21,Diesel,Automatic,1200,5,28.4
3750,Honda City,Blue,2017,22,Diesel,Manual,1500,7,22.4
3751,Toyota Innova,Green,2022,23,Petrol,Automatic,1498,5,8.2
3752,Kia Seltos,Black,2018,11,Diesel,Automatic,2400,7,53.0
3753,Mahindra XUV500,Blue,2016,21,Diesel,Automatic,2179,5,14.0
3754,Audi Q5,Silver,2015,21,Diesel,Automatic,1400,5,30.6
3755,Tata Nexon,Red,2021,20,Diesel,Automatic,800,5,26.5
3756,Kia Seltos,Silver,2021,24,Diesel,Automatic,2400,5,33.4
3757,Kia Seltos,Grey,2021,23,Petrol,Automatic,2179,7,41.5
3758,Hyundai i20,Orange,2017,20,Diesel,Manual,1200,5,42.2
3759,Ford EcoSport,Grey,2018,13,Petrol,Manual,2179,5,18.8
3760,Mahindra XUV500,Silver,2018,22,Diesel,Manual,1500,5,21.8
3761,Kia Seltos,Grey,2021,11,Diesel,Automatic,1498,5,11.7
3762,Mahindra XUV500,Blue,2018,22,Diesel,Manual,2400,5,21.2
3763,BMW X1,Green,2022,15,Petrol,Manual,1995,7,26.0
3764,Ford EcoSport,Black,2017,24,Petrol,Automatic,1500,7,11.5
3765,Ford EcoSport,Grey,2018,11,Petrol,Manual,1500,5,42.8
3766,Kia Seltos,Yellow,2019,15,Petrol,Automatic,1200,7,44.2
3767,Honda City,Blue,2022,15,Diesel,Manual,1995,5,29.6
3768,BMW X1,Brown,2020,23,Petrol,Automatic,2400,5,19.8
3769,BMW X1,Green,2015,22,Diesel,Manual,1984,7,53.7
3770,Audi Q5,Orange,2019,19,Petrol,Automatic,1500,5,54.2
3771,Kia Seltos,Green,2020,20,Diesel,Automatic,2179,5,6.2
3772,Maruti Alto,Orange,2022,10,Petrol,Manual,800,5,37.1
3773,Audi Q5,Red,2016,24,Petrol,Manual,1984,7,6.2
3774,Ford EcoSport,Black,2017,16,Diesel,Automatic,2400,7,24.5
3775,Hyundai i20,Silver,2018,15,Diesel,Automatic,1500,5,36.2
3776,Audi Q5,Silver,2021,18,Diesel,Manual,1498,5,40.1
3777,Audi Q5,Green,2018,15,Diesel,Automatic,1200,5,12.3
3778,Mahindra XUV500,Green,2015,18,Petrol,Manual,1995,5,10.4
3779,Toyota Innova,White,2021,11,Diesel,Automatic,2400,5,18.4
